Incident Report Number,Crime Type,Date,Time,Location Type,Address,Longitude,Latitude,Neighborhood
20162211401,DISTURBANCE - OTHER,8/8/16,1850,,11400 BLOCK N FM 620 RD,,,
20162160904,CRIMINAL TRESPASS,8/3/16,1732,,9400 BLOCK N LAMAR BLVD,,,
20162181942,CRIMINAL TRESPASS,8/5/16,2258,,9600 BLOCK N LAMAR BLVD,,,
20162201228,ASSAULT BY CONTACT,8/7/16,1851,,9800 BLOCK N FM 620 RD,,,
20162150245,ROBBERY INFORMATION,8/2/16,538,,4200 BLOCK S IH 35 SVRD SB,,,
20162270708,AUTO THEFT,8/14/16,1025,,2600 BLOCK W ANDERSON LN,,,
20162170736,CHILD ABUSE INFORMATION,8/4/16,1210,,800 BLOCK E 41ST ST,,,
20162171137,CHILD ABUSE INFORMATION,8/4/16,1654,,8600 BLOCK CAPITOL VIEW DR,,,
20162180693,DISTURBANCE - OTHER,8/5/16,1103,,4800 BLOCK N IH 35 SVRD SB,,,
20168003809,ASSAULT BY THREAT,8/11/16,1900,,2500 BLOCK PEARL ST,,,
20162220381,AUTO THEFT,8/8/16,1530,,10300 BLOCK OLD SAN ANTONIO RD,,,
20162250736,AUTO THEFT INFORMATION,8/12/16,1136,,8500 BLOCK COLONY LOOP DR,,,
20165032649,THEFT OF LICENSE PLATE,8/7/16,2000,,11900 BLOCK ARRAN ST,,,
20162151804,AUTO THEFT,8/1/16,1000,,11400 BLOCK N IH 35 SVRD NB,,,
20162201747,AUTO THEFT,8/6/16,1130,,8400 BLOCK E US 290 HWY SVRD WB,,,
20162151447,AUTO THEFT,8/1/16,2345,,4600 BLOCK E ST ELMO RD,,,
20168003803,HARASSMENT,8/12/16,1500,,11700 BLOCK METRIC BLVD,,,
20165033191,THEFT OF BICYCLE,8/11/16,2350,,5000 BLOCK S CONGRESS AVE,,,
20165033073,THEFT,8/9/16,1846,,4000 BLOCK VICTORY DR,,,
20162221635,ONLINE SOLICITATION OF A MINOR,8/9/16,2032,,11300 BLOCK BLAIRVIEW LN,,,
20162141746,DISTURBANCE - OTHER,8/1/16,2311,,11700 BLOCK METRIC BLVD,,,
20162221851,DISTURBANCE - OTHER,8/9/16,2313,,N LAMAR BLVD / W RUNDBERG LN,-97.69702646,30.36313807,
20162140950,ASSAULT  CONTACT-SEXUAL NATURE,8/1/16,1710,,2500 BLOCK S IH 35 SVRD NB,,,
20162240762,ROBBERY INFORMATION,8/9/16,500,,200 BLOCK W STASSNEY LN,,,
20165032352,THEFT,8/6/16,1320,,1000 BLOCK NORWOOD PARK BLVD,,,
20162140354,THEFT BY SHOPLIFTING,8/1/16,734,,1000 BLOCK NORWOOD PARK BLVD,,,
20162220356,AUTO THEFT,8/9/16,1,,5900 BLOCK ABBY ANN LN,,,
20168003703,THEFT OF BICYCLE,8/2/16,1545,,2400 BLOCK NUECES ST,,,
20168003674,BURGLARY OF VEHICLE,8/7/16,0,,6100 BLOCK ADALEE AVE,,,
20162230843,ASSAULT W/INJURY-FAM/DATE VIOL,8/10/16,1228,,12700 BLOCK RAMPART ST,,,
20162250765,MISSING ADULT,8/12/16,1241,,15900 BLOCK PEARSON BROTHERS DR,,,
20162241366,CRIMINAL MISCHIEF,8/11/16,1832,,10400 BLOCK N LAMAR BLVD,,,
20165031638,BURGLARY OF VEHICLE,8/1/16,1033,,5300 BLOCK BUFFALO PASS,,,
20165032625,BURGLARY OF VEHICLE,8/8/16,330,,6800 BLOCK SMOKEY HILL RD,,,
20162220582,CRIMINAL MISCHIEF,8/6/16,1,,8600 BLOCK SOHO DR,,,
20165032985,BURGLARY OF VEHICLE,8/6/16,0,,2000 BLOCK S CONGRESS AVE,,,
20165031770,ASSAULT BY CONTACT,8/2/16,1945,,4100 BLOCK GUADALUPE ST,,,
20162261016,CRIMINAL TRESPASS,8/13/16,1421,,2100 BLOCK S 1ST ST,,,
20162191672,ASSAULT W/INJURY-FAM/DATE VIOL,8/6/16,2232,,WILLOW CREEK DR / E OLTORF ST,-97.73102275,30.22975017,
20162151225,THEFT,8/2/16,1734,,5700 BLOCK S IH 35 SVRD NB,,,
20162191773,ASSAULT BY CONTACT FAM/DATING,8/6/16,2315,,12600 BLOCK N LAMAR BLVD,,,
20162190267,DISTURBANCE - OTHER,8/6/16,249,,9800 BLOCK QUAIL BLVD,,,
20162210252,AGG ROBBERY/DEADLY WEAPON,8/8/16,535,,9400 BLOCK MIDDLE FISKVILLE RD,,,
20162240716,ASSIST COMPLAINANT,8/11/16,1141,,8300 BLOCK N IH 35 SVRD SB,,,
20162151858,BURGLARY NON RESIDENCE,8/2/16,0,,7200 BLOCK E RIVERSIDE DR,,,
20162250749,CRIMINAL TRESPASS/HOTEL,8/12/16,1146,,2700 BLOCK S IH 35 SVRD NB,,,
20162280952,CRIMINAL TRESPASS,8/15/16,1555,,5700 BLOCK PENICK DR,,,
20162300062,AGG ASSAULT,8/17/16,53,,1900 BLOCK ROSEWOOD AVE,,,
20162251639,ASSAULT BY THREAT,8/12/16,2058,,1100 BLOCK MANSELL AVE,,,
20162210830,CRIMINAL TRESPASS,8/8/16,1302,,2500 BLOCK E RIVERSIDE DR,,,
20162181209,CRUELTY TO ANIMALS,8/5/16,1630,,LADY BIRD LN / THE SHORES DR,-97.72271606,30.24330258,
20165033861,VIOL OF EMERG PROTECTIVE ORDER,8/15/16,2048,,7500 BLOCK URAY DR,,,
20165033409,VIOL OF PROTECTIVE ORDER,8/14/16,342,,1800 BLOCK SAN GABRIEL ST,,,
20165032183,THEFT,8/5/16,1207,,1700 BLOCK SAN JACINTO BLVD,,,
20162230372,BURGLARY OF RESIDENCE,8/10/16,130,,1900 BLOCK HEARTHSTONE DR,,,
20165033465,BURGLARY OF VEHICLE,8/14/16,830,,1800 BLOCK AIRPORT COMMERCE DR,,,
20162251971,FAILURE TO IDENTIFY,8/12/16,2307,,8300 BLOCK N LAMAR BLVD,,,
20162280173,DEATH DUE TO NATURAL CAUSES,8/15/16,326,,2600 BLOCK OAKLAWN AVE,,,
20162190051,FAMILY DISTURBANCE,8/6/16,117,,600 BLOCK CLIFFORD DR,,,
20165031813,IDENTITY THEFT,8/3/16,1040,,11300 BLOCK POLLYANNA AVE,,,
20162180749,ASSAULT WITH INJURY,8/5/16,1141,,1200 BLOCK W BEN WHITE BLVD EB,,,
20162290001,FELONY ENHANCEMENT/ASSLT W/INJ,8/16/16,0,,8700 BLOCK DAVIS OAKS TRL,,,
20162290474,ASSAULT W/INJURY-FAM/DATE VIOL,8/14/16,1300,,4600 BLOCK NUCKOLS CROSSING RD,,,
20162271482,ASSAULT W/INJURY-FAM/DATE VIOL,8/14/16,2223,,4400 BLOCK S US 183 HWY SB,,,
20162270119,ASSAULT W/INJURY-FAM/DATE VIOL,8/14/16,201,,6100 BLOCK ATWOOD ST,,,
20162170659,DISTURBANCE - OTHER,8/4/16,1200,,5300 BLOCK MIDDLE FISKVILLE RD,,,
20165033004,HARASSMENT,8/10/16,2303,,6200 BLOCK SNEED CV,,,
20162191478,BURGLARY OF RESIDENCE,8/6/16,1000,,1500 BLOCK CATTLE TRL,,,
20165032899,THEFT,8/10/16,1100,,8800 BLOCK S IH 35 SVRD NB,,,
20162191276,FORCED SODOMY,8/2/16,1930,,4400 BLOCK AIRPORT BLVD,,,
20162250416,AUTO THEFT,8/11/16,2030,,9800 BLOCK QUAIL BLVD,,,
20162150562,ASSAULT WITH INJURY,8/2/16,1029,,12200 BLOCK N MOPAC EXPY SVRD NB,,,
20165032833,HARASSMENT,8/9/16,2200,,2300 BLOCK W NORTH LOOP BLVD,,,
20162210745,EVADING / FOOT,8/8/16,1158,,100 BLOCK N IH 35 SVRD SB,,,
20165033708,THEFT,8/13/16,1700,,12800 BLOCK N FM 620 RD NB,,,
20162201568,ASSAULT WITH INJURY,8/7/16,2148,,100 BLOCK W POWELL LN,,,
20162300124,ASSAULT ON PUBLIC SERVANT,8/17/16,206,,12200 BLOCK THOMPKINS DR,,,
20162151484,DISTURBANCE - OTHER,8/2/16,2006,,12900 BLOCK N IH 35 SVRD SB,,,
20165033194,BURGLARY OF VEHICLE,8/11/16,1700,,SAN MARCOS ST / E 6TH ST,-97.73255121,30.26508455,
20165032432,BURGLARY OF VEHICLE,8/6/16,2200,,4200 BLOCK AVENUE D,,,
20162201318,BURGLARY OF VEHICLE,8/7/16,1941,,2600 BLOCK SALADO ST,,,
20162230085,AGG ROBBERY/DEADLY WEAPON,8/10/16,114,,4500 BLOCK SPEEDWAY,,,
20162140053,BURGLARY INFORMATION,8/1/16,103,,3400 BLOCK WILLOWRUN DR,,,
20162180175,CRIMINAL MISCHIEF,8/5/16,241,,500 BLOCK E RIVERSIDE DR,,,
20162280695,BURGLARY OF VEHICLE,8/15/16,1230,,9400 BLOCK PARKFIELD DR,,,
20162270466,BURGLARY OF VEHICLE,8/14/16,621,,12000 BLOCK DESSAU RD,,,
20162251786,CRASH/FAIL STOP AND RENDER AID,8/12/16,2143,,7300 BLOCK E RIVERSIDE DR,,,
20162191625,ASSAULT W/INJURY-FAM/DATE VIOL,8/6/16,2350,,9200 BLOCK NORTH PLZ,,,
20162261522,ASSAULT W/INJURY-FAM/DATE VIOL,8/13/16,2025,,6100 BLOCK FAIRWAY ST,,,
20162261854,CRASH/CITY VEHICLE,8/13/16,2311,,3800 BLOCK S 1ST ST,,,
20162200025,EVADING VEHICLE,8/7/16,12,,N LAMAR BLVD / W 5TH ST,-97.75460703,30.27028842,
20162140027,CRASH/FAIL STOP AND RENDER AID,8/1/16,14,,1400 BLOCK E ANDERSON LN SVRD WB,,,
20162241628,CRASH/LEAVING THE SCENE,8/11/16,2107,,600 BLOCK MASTERSON PASS,,,
20162171379,CRASH/PRIVATE PROPERTY,8/4/16,1928,,2100 BLOCK BURTON DR,,,
20162240173,THEFT,8/10/16,200,,10600 BLOCK MANCHACA RD,,,
20165031504,THEFT FROM AUTO,8/1/16,1232,,8100 BLOCK EXMOOR DR,,,
20165033291,CRIMINAL MISCHIEF,8/12/16,1400,,YATES AVE / RICHCREEK RD,-97.72807039,30.3475343,
20165031654,CRIMINAL MISCHIEF,8/1/16,1530,,7000 BLOCK N MOPAC EXPY NB,,,
20165033201,FRAUD - OTHER,8/10/16,1136,,6100 BLOCK MANOR RD,,,
20165033332,THEFT OF SERVICE,8/13/16,432,,100 BLOCK E 5TH ST,,,
20165032629,DEL CONTROLLED SUB/NARCOTIC,8/8/16,1810,,1500 BLOCK RUTHERFORD LN,,,
20162180047,SUSPICIOUS PERSON,8/5/16,33,,9500 BLOCK ORIOLE DR,,,
20165032281,THEFT OF LICENSE PLATE,8/4/16,0,,10500 BLOCK BILBROOK PL,,,
20162210962,CRIMINAL TRESPASS NOTICE,8/8/16,1416,,3800 BLOCK SPICEWOOD SPRINGS RD EB,,,
20162251685,CRIMINAL TRESPASS,8/12/16,2112,,9400 BLOCK N IH 35 SVRD NB,,,
20162261689,CRIMINAL TRESPASS NOTICE,8/13/16,2155,,9600 BLOCK N LAMAR BLVD,,,
20162260283,CRIMINAL TRESPASS,8/13/16,237,,11300 BLOCK MAIDENSTONE DR,,,
20162191585,IDENTITY THEFT,8/6/16,2148,,11900 BLOCK N MOPAC EXPY SVRD SB,,,
20165031883,ASSAULT BY THREAT,8/3/16,1410,,1600 BLOCK CITY PARK RD,,,
20162190832,AUTO THEFT,8/4/16,2200,,8800 BLOCK NORTH PLZ,,,
20165032980,THEFT OF LICENSE PLATE,8/10/16,1400,,5400 BLOCK MESQUITE GROVE RD,,,
20162290198,AUTO THEFT,8/16/16,544,,1400 BLOCK FRONTIER VALLEY DR,,,
20162151058,AUTO THEFT,8/1/16,2200,,8800 BLOCK NORTH PLZ,,,
20162200041,AUTO THEFT,8/7/16,1200,,1900 BLOCK WILLOW CREEK DR,,,
20162210218,PROMOTION OF PROSTITUTION,8/7/16,2358,,2500 BLOCK ELMONT DR,,,
20162141061,BURGLARY INFORMATION,8/1/16,1646,,10300 BLOCK FM 2222 RD,,,
20162241711,BURGLARY OF RESIDENCE,8/11/16,2350,,13000 BLOCK LEGENDARY DR,,,
20162170975,THEFT,8/4/16,1100,,2700 BLOCK RIO GRANDE ST,,,
20168003811,THEFT OF BICYCLE,8/11/16,2135,,3300 BLOCK HARMON AVE,,,
20162151882,BURGLARY NON RESIDENCE,8/2/16,2320,,6800 BLOCK WEST GATE BLVD,,,
20162211248,REQUEST TO LOCATE,8/8/16,1725,,00 BLOCK EAST AVE,,,
20162171579,MISSING ADULT,8/2/16,1730,,3000 BLOCK E 14TH ST,,,
20162270501,THEFT OF SERVICE,8/14/16,714,,4600 BLOCK PARKDALE PL,,,
20165032051,BURGLARY OF VEHICLE,8/4/16,1300,,6300 BLOCK W SLAUGHTER LN,,,
20165033042,THEFT,8/11/16,1040,,2900 BLOCK S CAPITAL OF TEXAS HWY NB,,,
20162181354,THEFT BY SHOPLIFTING,8/5/16,1753,,12700 BLOCK N MOPAC EXPY SVRD NB,,,
20162280726,CRIMINAL TRESPASS/TRANSIENT,8/15/16,1256,,900 BLOCK W BEN WHITE BLVD SVRD EB,,,
20162211445,VIOL OF PROTECTIVE ORDER,8/8/16,1914,,800 BLOCK E SLAUGHTER LN,,,
20162251612,AGG ASSAULT WITH MOTOR VEH,8/12/16,2016,,8300 BLOCK RESEARCH BLVD SVRD NB,,,
20162181378,DISTURBANCE - OTHER,8/5/16,1806,,12800 BLOCK TURTLE ROCK RD,,,
20162190367,AGG ROBBERY/DEADLY WEAPON,8/6/16,425,,1600 BLOCK MONTOPOLIS DR,,,
20165033451,CRASH/PRIVATE PROPERTY,8/14/16,1100,,2000 BLOCK ARPDALE ST,,,
20165033252,RECKLESS DRIVING,8/12/16,1400,,E RIVERSIDE TO IH 35 NB RAMP / N IH 35 NB,-97.73651931,30.25408392,
20162271115,AGG ROBBERY BY ASSAULT,8/13/16,2030,,300 BLOCK W RUNDBERG LN,,,
20162260759,CRIMINAL TRESPASS,8/13/16,1055,,2000 BLOCK BURTON DR,,,
20162280298,BURGLARY NON RESIDENCE,8/15/16,649,,1900 BLOCK S IH 35 SVRD SB,,,
20162171050,VIOL CITY ORDINANCE - DOG,8/4/16,1600,,2200 BLOCK LOU NEFF RD,,,
20162251548,BURGLARY OF RESIDENCE,8/11/16,2100,,7200 BLOCK DUVAL ST,,,
20168003612,THEFT,8/2/16,1340,,3700 BLOCK RED RIVER ST,,,
20165033924,THEFT,8/6/16,1030,,E 46TH ST / AIRPORT BLVD,-97.71592248,30.30484886,
20162180316,ROBBERY BY ASSAULT,8/5/16,621,,100 BLOCK E 5TH ST,,,
20162171158,POSS CONTROLLED SUB/NARCOTIC,8/4/16,1730,,5800 BLOCK SWEENEY CIR,,,
20162160270,BURGLARY OF RESIDENCE,8/3/16,548,,5600 BLOCK EMMA THOMPSON WAY,,,
20162160366,DECEASED PERSON,8/3/16,717,,9000 BLOCK N FM 620 RD,,,
20162250149,DOC WINDOW PEEPING-RESIDENCE,8/12/16,157,,3000 BLOCK ROGGE LN,,,
20165033298,ASSIST COMPLAINANT,8/12/16,1818,,1000 BLOCK E 41ST ST,,,
20162140010,ASSAULT ON PUBLIC SERVANT,8/1/16,6,,4500 BLOCK GUADALUPE ST,,,
20162160287,HARASSMENT,8/3/16,603,,7800 BLOCK SHOAL CREEK BLVD,,,
20162211308,ROBBERY BY ASSAULT,8/8/16,1739,,7800 BLOCK N IH 35 SVRD SB,,,
20162180116,BURGLARY OF VEHICLE,8/4/16,1600,,7900 BLOCK GAULT ST,,,
20162281029,CRUELTY TO ANIMALS,8/15/16,1752,,11900 BLOCK PAVILION BLVD,,,
20162160381,CRUELTY TO ANIMALS,8/3/16,758,,2300 BLOCK E 2ND ST,,,
20165033242,CRUELTY TO ANIMALS,8/11/16,1600,,2400 BLOCK E CESAR CHAVEZ ST,,,
20162200915,ASSAULT W/INJURY-FAM/DATE VIOL,8/7/16,1421,,2800 BLOCK GOLDBRIDGE DR,,,
20168003748,ONLINE IMPERSONATION,8/11/16,1254,,5400 BLOCK N LAMAR BLVD,,,
20162250055,ASSAULT W/INJURY-FAM/DATE VIOL,8/12/16,130,,3400 BLOCK WILLOWRUN DR,,,
20165033422,BURGLARY OF VEHICLE,8/13/16,1500,,8500 BLOCK N IH 35 NB,,,
20162210640,AIRPORT - FEDERAL VIOL,8/8/16,1045,,3600 BLOCK PRESIDENTIAL BLVD,,,
20165033827,MISSING ADULT,8/16/16,830,,8100 BLOCK FOREST MESA DR,,,
20162180206,MISSING ADULT,8/5/16,250,,1600 BLOCK E 13TH ST,,,
20162230649,CRASH/NO INJURY,8/10/16,1040,,3600 BLOCK PRESIDENTIAL BLVD,,,
20165032949,POSS CONTROLLED SUB/NARCOTIC,8/10/16,1509,,4500 BLOCK ELANA CT,,,
20165033408,CRASH/CITY VEHICLE,8/13/16,607,,700 BLOCK E 8TH ST,,,
20162211438,CRASH/CITY VEHICLE,8/8/16,1909,,700 BLOCK E OLTORF ST,,,
20162240354,SUSPICIOUS PERSON,8/11/16,740,,00 BLOCK WALLER ST,,,
20165032267,PROWLER,8/5/16,745,,14000 BLOCK RENAISSANCE COURT,,,
20162290849,THEFT,8/16/16,1454,,7800 BLOCK WAKEFIELD DR,,,
20162170082,CRIMINAL MISCHIEF,8/4/16,153,,2700 BLOCK GUADALUPE ST,,,
20162290714,RAPE,8/16/16,1331,,5600 BLOCK MANOWAR STRETCH DR,,,
20165032827,THEFT OF LICENSE PLATE,8/9/16,1500,,9600 BLOCK S IH 35 SVRD SB,,,
20162161145,AUTO THEFT,8/1/16,1200,,3300 BLOCK ROGERS RD,,,
20162201588,AUTO THEFT,8/4/16,1030,,10100 BLOCK HOTEL DR,,,
20162300094,CRIMINAL MISCHIEF,8/17/16,128,,1600 BLOCK RUTLAND DR,,,
20168003614,CRIMINAL MISCHIEF,8/1/16,1720,,15100 BLOCK AVERY RANCH BLVD,,,
20162240217,CRIMINAL TRESPASS,8/11/16,509,,700 BLOCK E LIVE OAK ST,,,
20162291119,CRIMINAL MISCHIEF,8/16/16,1857,,13000 BLOCK HYMEADOW DR,,,
20162161086,ASSAULT BY THREAT,8/3/16,1524,,800 BLOCK E RUNDBERG LN,,,
20162190847,ROBBERY INFORMATION,8/4/16,805,,2100 BLOCK S CONGRESS AVE,,,
20162231610,DISTURBANCE - OTHER,8/10/16,2108,,400 BLOCK E 6TH ST,,,
20165032662,ASSAULT BY CONTACT,8/8/16,2335,,4100 BLOCK GUADALUPE ST,,,
20162180928,THEFT,8/5/16,1318,,11400 BLOCK N IH 35 SVRD NB,,,
20162261617,THEFT OF LICENSE PLATE,8/13/16,1200,,8800 BLOCK FROCK CT,,,
20162141755,THEFT FROM PERSON,8/1/16,2249,,1000 BLOCK WALLER CREEK,,,
20162270124,ASSAULT W/INJURY-FAM/DATE VIOL,8/14/16,107,,2500 BLOCK ELMONT DR,,,
20162280637,AUTO THEFT,8/13/16,1450,,13000 BLOCK RIDGELINE BLVD,,,
20162200207,AUTO THEFT,8/6/16,1800,,200 BLOCK BARTON SPRINGS RD,,,
20162180926,AUTO THEFT,8/5/16,0,,7600 BLOCK WOOD HOLLOW DR,,,
20162190368,DISTURBANCE - OTHER,8/6/16,426,,10300 BLOCK BOULDER LN,,,
20162151399,BURGLARY NON RESIDENCE,8/2/16,1914,,4000 BLOCK S LAMAR BLVD NB,,,
20162201501,CRIMINAL MISCHIEF,8/7/16,2239,,4600 BLOCK S CONGRESS AVE,,,
20165032496,THEFT BY SHOPLIFTING,8/7/16,2110,,4900 BLOCK MONTEREY OAKS BLVD,,,
20162181203,BURGLARY INFORMATION,8/5/16,1644,,13400 BLOCK N FM 620 RD NB,,,
20162181237,THEFT BY SHOPLIFTING,8/5/16,1644,,5600 BLOCK N IH 35 NB,,,
20162180549,AUTO THEFT,8/4/16,2200,,9900 BLOCK ALY MAY DR,,,
20162270312,AGG ASLT STRANGLE/SUFFOCATE,8/14/16,319,,12100 BLOCK WALNUT PARK XING,,,
20162170589,AUTO THEFT,8/3/16,900,,9700 BLOCK GREAT HILLS TRL,,,
20162170480,AUTO THEFT,8/3/16,2000,,9600 BLOCK MIDDLE FISKVILLE RD,,,
20162270681,AUTO THEFT,8/13/16,2230,,2900 BLOCK CENTURY PARK BLVD,,,
20165033463,THEFT OF BICYCLE,8/11/16,1900,,900 BLOCK W 23RD ST,,,
20165032121,BURGLARY OF VEHICLE,8/4/16,1700,,1900 BLOCK E ANDERSON LN EB,,,
20162221487,FELONY ENHANCEMENT/ASSLT W/INJ,8/9/16,1855,,6800 BLOCK E US 290 HWY SVRD EB,,,
20165032106,BURGLARY OF VEHICLE,8/3/16,2000,,2300 BLOCK FOREST BEND DR,,,
20165031819,BURGLARY OF VEHICLE,8/2/16,1800,,8000 BLOCK BECKETT RD,,,
20165032762,BURGLARY OF VEHICLE,8/9/16,1115,,7100 BLOCK S MOPAC EXPY SVRD NB,,,
20165031675,CRIMINAL MISCHIEF,8/2/16,730,,8600 BLOCK BRODIE LN,,,
20162211028,ASSIST COMPLAINANT,8/8/16,1500,,1700 BLOCK W PARMER LN,,,
20162250857,CRIMINAL TRESPASS,8/12/16,1248,,2700 BLOCK S IH 35 SVRD NB,,,
20162211154,VIOL CITY ORDINANCE - DOG,8/8/16,1951,,7000 BLOCK PROVIDENCE AVE,,,
20162220306,INJURED ANIMAL-FIREARM USED,8/9/16,646,,4500 BLOCK GREYSTONE DR,,,
20162180617,INJURED ANIMAL-FIREARM USED,8/5/16,1017,,8700 BLOCK SILVERHILL LN,,,
20165031997,VIOL OF PROTECTIVE ORDER,8/4/16,1043,,2200 BLOCK MISSION HILL DR,,,
20165033606,VIOL OF PROTECTIVE ORDER,8/14/16,1300,,CRAIGWOOD DR / FM 969 RD,-97.65982992,30.28472449,
20165032381,VIOL OF PROTECTIVE ORDER,8/6/16,1930,,200 BLOCK LESSIN LN,,,
20162240055,CRASH/INJURY,8/11/16,45,,7900 BLOCK FM 969 RD,,,
20162181524,DRIVING WHILE LICENSE INVALID,8/5/16,1903,,6100 BLOCK FM 969 RD,,,
20162181455,INDECENT EXPOSURE,8/5/16,1824,,2500 BLOCK W WILLIAM CANNON DR,,,
20165031804,HARASSMENT,8/3/16,1010,,2600 BLOCK SCOFIELD RIDGE PKWY,,,
20162141023,CRASH/LEAVING THE SCENE,8/1/16,1533,,6900 BLOCK MANCHACA RD,,,
20165032269,TERRORISTIC THREAT,8/5/16,1830,,1800 BLOCK W SLAUGHTER LN,,,
20165032422,HARASSMENT,8/6/16,1010,,100 BLOCK WOODWARD ST,,,
20162270214,ASSAULT W/INJURY-FAM/DATE VIOL,8/14/16,206,,1000 BLOCK LIBERTY PARK DR,,,
20162290524,FIREARMS,8/16/16,1149,,8100 BLOCK S IH 35 SVRD NB,,,
20162201695,TERRORISTIC THREAT,8/7/16,2256,,8300 BLOCK BURNET RD,,,
20165033342,ASSIST COMPLAINANT,8/13/16,730,,7400 BLOCK N LAMAR BLVD,,,
20165033491,THEFT OF BICYCLE,8/15/16,0,,3700 BLOCK S 1ST ST,,,
20165032743,BURGLARY OF VEHICLE,8/8/16,2000,,8100 BLOCK FALMOUTH DR,,,
20165032787,BURGLARY OF VEHICLE,8/9/16,1330,,4900 BLOCK MUELLER BLVD,,,
20165033221,BURGLARY OF VEHICLE,8/11/16,1800,,3100 BLOCK WHITEWAY DR,,,
20162230190,ANIMAL BITE,8/10/16,309,,12400 BLOCK DESSAU RD,,,
20165033528,BURGLARY OF VEHICLE,8/15/16,230,,11700 BLOCK DAY CAMP LN,,,
20162181015,ASSIST COMPLAINANT,8/5/16,1405,,3600 BLOCK PRESIDENTIAL BLVD,,,
20162281527,INJ TO ELDERLY   FAM/DATE VIOL,8/15/16,2140,,6500 BLOCK FELIX AVE,,,
20162291670,AGG ASSAULT FAM/DATE VIOLENCE,8/16/16,2330,,7800 BLOCK BURNET RD,,,
20162161627,CRASH/NO INJURY,8/3/16,2218,,400 BLOCK E 6TH ST,,,
20162241275,AGG ROBBERY/DEADLY WEAPON,8/11/16,1832,,2100 BLOCK BOCA RATON DR,,,
20165032957,SUSPICIOUS PERSON,8/7/16,800,,2100 BLOCK S LAMAR BLVD,,,
20162200886,BURGLARY OF VEHICLE,8/7/16,1350,,2500 BLOCK RIO GRANDE ST,,,
20165033760,BURGLARY OF VEHICLE,8/15/16,600,,2600 BLOCK RIDGEPOINT DR,,,
20165032561,THEFT,8/5/16,300,,500 BLOCK E 8TH ST,,,
20165033566,THEFT,8/15/16,1248,,1000 BLOCK E 41ST ST,,,
20162290634,THEFT INFORMATION,8/16/16,1443,,800 BLOCK GUADALUPE ST,,,
20162261066,AUTO THEFT,8/12/16,1000,,600 BLOCK GAYLOR ST,,,
20162180740,AUTO THEFT,8/5/16,0,,10900 BLOCK PRESTON TRAILS DR,,,
20165032880,THEFT OF LICENSE PLATE,8/9/16,930,,E 2ND ST / COMAL ST,-97.7282522,30.25942777,
20162180952,AUTO THEFT INFORMATION,8/5/16,1332,,4400 BLOCK E OLTORF ST,,,
20162241389,AUTO THEFT,8/11/16,1300,,100 BLOCK W WILLIAM CANNON DR,,,
20162250713,ASSAULT W/INJURY-FAM/DATE VIOL,8/12/16,1120,,6300 BLOCK MONSANTO DR,,,
20162200828,DECEASED PERSON,8/7/16,1301,,6200 BLOCK W US 290 HWY EB,,,
20168003792,THEFT,8/5/16,1400,,11900 BLOCK CHERIE DR,,,
20162220410,AUTO THEFT,8/8/16,2230,,2100 BLOCK HARWICK DR,,,
20165033132,THEFT OF BICYCLE,8/10/16,1700,,300 BLOCK E YAGER LN,,,
20162210359,ASSAULT WITH INJURY,8/8/16,732,,5800 BLOCK SWEENEY CIR,,,
20162231137,CRIMINAL TRESPASS,8/10/16,1528,,700 BLOCK CONGRESS AVE,,,
20162260909,BURGLARY OF RESIDENCE,8/12/16,900,,9200 BLOCK ANDERSON MILL RD,,,
20162241135,AUTO THEFT,8/11/16,1729,,2300 BLOCK BLUE MEADOW DR,,,
20162281583,ASSAULT W/INJURY-FAM/DATE VIOL,8/15/16,2232,,2100 BLOCK BURTON DR,,,
20165033142,VIOL CITY ORDINANCE - OTHER,8/11/16,1647,,9400 BLOCK MIDDLE FISKVILLE RD,,,
20162170477,AUTO THEFT,8/3/16,2130,,5100 BLOCK PARELL PATH,,,
20165032407,THEFT OF LICENSE PLATE,8/6/16,2130,,11300 BLOCK LOS ARBOLES CIR,,,
20162270220,AUTO THEFT,8/13/16,1630,,12000 BLOCK DESSAU RD,,,
20162230901,CRIMINAL MISCHIEF,8/10/16,1408,,W 37TH ST / HOME LN,-97.73567731,30.30057238,
20165033314,THEFT,8/12/16,1000,,6800 BLOCK NORTHEAST DR,,,
20165032465,BURGLARY OF VEHICLE,8/5/16,1900,,1400 BLOCK RIDGEHAVEN DR,,,
20162270198,AGG ASSAULT FAM/DATE VIOLENCE,8/14/16,152,,6200 BLOCK BERKMAN DR,,,
20162241470,AGG ROBBERY/DEADLY WEAPON,8/11/16,1942,,700 BLOCK S PLEASANT VALLEY RD,,,
20162290235,BURGLARY OF VEH INFORMATION,8/16/16,826,,6500 BLOCK BLUFF SPRINGS RD,,,
20162190593,ASSAULT WITH INJURY,8/6/16,916,,1000 BLOCK NORWOOD PARK BLVD,,,
20168003760,ASSAULT BY THREAT,8/3/16,2000,,7500 BLOCK S IH 35 NB,,,
20165033694,ASSAULT BY CONTACT,8/16/16,710,,4100 BLOCK GUADALUPE ST,,,
20162150611,ASSAULT W/INJURY-FAM/DATE VIOL,8/2/16,1108,,2500 BLOCK S IH 35 SVRD NB,,,
20162240019,ASSAULT W/INJURY-FAM/DATE VIOL,8/11/16,12,,6900 BLOCK WENTWORTH DR,,,
